resc_reprt_no,acdnt_cause,prcs_result_se_nm,dclr_ymd,dclr_tm,dclr_yr,season_se_nm,qu_se_nm,dclr_mm,dclr_dd,dclr_hh,dclr_mi,daywk,dsp_ymd,dsp_tm,dsp_yr,dsp_mm,dsp_dd,dsp_hh,dsp_mi,spt_arvl_ymd,spt_arvl_tm,spt_arvl_yr,spt_arvl_mm,spt_arvl_dd,spt_arvl_hh,spt_arvl_mi,resc_cmptn_ymd,resc_cmptn_tm,resc_cmptn_yr,resc_cmptn_mm,resc_cmptn_dd,resc_cmptn_hh,resc_cmptn_mi,hmg_ymd,hmg_tm,hmg_yr,hmg_mm,hmg_dd,hmg_hh,hmg_mi,sido_nm,sigungu_nm,emd_nm,cty_frmvl_se,dong_se,loc_info_x,loc_info_y,spt_frstt_dist,acdnt_place_nm,acdnt_place_detail_nm,acdnt_cause_asort_nm,time_unit_tmprt,time_unit_rainqty,time_unit_ws,time_unit_wd,time_unit_humidity,time_unit_msnf,frstt_nm,ward_nm,lfdau_nm
20115004201S00016,산악,인명구조,20110111,162100,2011,겨울,1,1,11,16,21,화요일,20110111,162100,2011,1,11,16,21,20110111,164000,2011,1,11,16,40,20110111,172500,2011,1,11,17,25,20110111,175800,2011,1,11,17,58,제주특별자치도,서귀포시,성산읍,농촌,읍,187676.5938,38047.0117,15,산,정상,산악기타,3.2,,1.9,320,90,,동부소방서,동부구조대,
20115001201S00064,산악,인명구조,20110113,114900,2011,겨울,1,1,13,11,49,목요일,20110113,115400,2011,1,13,11,54,20110113,122200,2011,1,13,12,22,20110113,143000,2011,1,13,14,30,20110113,150000,2011,1,13,15,0,제주특별자치도,제주시,아라일동,도시,동,155968.9063,51297.9063,50,산,산기타,산악기타,3,,2.1,340,53,,제주소방서,제주구조대,
20115001201S00186,산악,인명구조,20110205,135800,2011,겨울,1,2,5,13,58,토요일,20110205,140000,2011,2,5,14,0,20110205,155200,2011,2,5,15,52,20110205,165500,2011,2,5,16,55,20110205,170000,2011,2,5,17,0,제주특별자치도,서귀포시,남원읍,농촌,읍,164970.2969,37639.5273,20,산,산기타,산악기타,13.3,,3.5,160,46,,제주소방서,제주구조대,
20115004201S00060,산악,인명구조,20110205,152100,2011,겨울,1,2,5,15,21,토요일,20110205,152300,2011,2,5,15,23,20110205,152700,2011,2,5,15,27,20110205,160700,2011,2,5,16,7,20110205,162000,2011,2,5,16,20,제주특별자치도,서귀포시,성산읍,농촌,읍,193880.4375,46667.5898,4,산,산기타,산악기타,11.6,,4.1,320,20,,동부소방서,동부구조대,
20115004201S00084,산악,인명구조,20110219,165800,2011,겨울,1,2,19,16,58,토요일,20110219,170100,2011,2,19,17,1,20110219,172500,2011,2,19,17,25,20110219,182200,2011,2,19,18,22,20110219,200100,2011,2,19,20,1,제주특별자치도,제주시,조천읍,농촌,읍,169328.1563,42097.5,25,산,산기타,일반조난,10.2,,3.4,360,59,,동부소방서,동부구조대,
20115002108S00017,산악,인명구조,20110223,181700,2011,겨울,1,2,23,18,17,수요일,20110223,182500,2011,2,23,18,25,20110223,194500,2011,2,23,19,45,20110223,195000,2011,2,23,19,50,20110223,202500,2011,2,23,20,25,제주특별자치도,서귀포시,남원읍,농촌,읍,164923.3438,37612.1953,20,산,산기타,산악기타,13.5,,2.3,70,76,,동부소방서,남원센터,
20115004201S00091,산악,인명구조,20110223,181700,2011,겨울,1,2,23,18,17,수요일,20110223,182500,2011,2,23,18,25,20110223,190700,2011,2,23,19,7,20110223,195000,2011,2,23,19,50,20110223,204000,2011,2,23,20,40,제주특별자치도,서귀포시,남원읍,농촌,읍,164923.3438,37612.1953,40,산,산기타,일반조난,13.5,,2.3,70,76,,동부소방서,동부구조대,
20115001201S00259,산악,인명구조,20110223,190400,2011,겨울,1,2,23,19,4,수요일,20110223,190600,2011,2,23,19,6,20110223,192700,2011,2,23,19,27,20110223,195800,2011,2,23,19,58,20110223,203000,2011,2,23,20,30,제주특별자치도,제주시,용강동,도시,동,163956.0938,42668.8789,15,산,산기타,일반조난,11.8,,0,0,79,,제주소방서,제주구조대,
20115001201S00266,산악,인명구조,20110225,145900,2011,겨울,1,2,25,14,59,금요일,20110225,150800,2011,2,25,15,8,20110225,153100,2011,2,25,15,31,20110225,170300,2011,2,25,17,3,20110225,184300,2011,2,25,18,43,제주특별자치도,제주시,노형동,도시,동,152775.2344,42316.3164,22,산,산기타,산악기타,11.5,,3.1,320,49,,제주소방서,제주구조대,
20115004201S00095,산악,인명구조,20110225,214300,2011,겨울,1,2,25,21,43,금요일,20110225,214400,2011,2,25,21,44,20110225,214500,2011,2,25,21,45,20110225,220000,2011,2,25,22,0,20110225,220500,2011,2,25,22,5,제주특별자치도,서귀포시,성산읍,농촌,읍,193880.4375,46667.5898,1,산,산기타,산악기타,7.6,,2,290,56,,동부소방서,동부구조대,
20115001201S00297,산악,인명구조,20110303,140700,2011,봄,1,3,3,14,7,목요일,20110303,141200,2011,3,3,14,12,20110303,144600,2011,3,3,14,46,20110303,165100,2011,3,3,16,51,20110303,172900,2011,3,3,17,29,제주특별자치도,제주시,해안동,도시,동,152907.1563,38804.2734,30,산,능선,산악기타,5.2,,6.4,340,43,,제주소방서,제주구조대,
20115001201S00370,산악,인명구조,20110319,145200,2011,봄,1,3,19,14,52,토요일,20110319,145800,2011,3,19,14,58,20110319,165600,2011,3,19,16,56,20110319,170100,2011,3,19,17,1,20110319,180500,2011,3,19,18,5,제주특별자치도,서귀포시,남원읍,농촌,읍,164970.2969,37639.5273,20,산,산기타,산악기타,14.5,,3.8,230,77,,제주소방서,제주구조대,
20115001201S00378,산악,인명구조,20110322,145900,2011,봄,1,3,22,14,59,화요일,20110322,145900,2011,3,22,14,59,20110322,163000,2011,3,22,16,30,20110322,164000,2011,3,22,16,40,20110322,180000,2011,3,22,18,0,제주특별자치도,제주시,아라일동,도시,동,158898.6719,42902.6133,20,산,산기타,산악기타,6.1,,5.1,340,37,,제주소방서,제주구조대,
20115001201S00385,산악,인명구조,20110324,122600,2011,봄,1,3,24,12,26,목요일,20110324,122800,2011,3,24,12,28,20110324,135500,2011,3,24,13,55,20110324,144200,2011,3,24,14,42,20110324,154800,2011,3,24,15,48,제주특별자치도,서귀포시,남원읍,농촌,읍,164951.8438,37642.9805,20,산,산기타,산악기타,12.3,,3.3,230,38,,제주소방서,제주구조대,
20115001201S00394,산악,인명구조,20110326,112700,2011,봄,1,3,26,11,27,토요일,20110326,113200,2011,3,26,11,32,20110326,130000,2011,3,26,13,0,20110326,133000,2011,3,26,13,30,20110326,150000,2011,3,26,15,0,제주특별자치도,서귀포시,남원읍,농촌,읍,164951.8438,37642.9805,30,산,산기타,산악기타,10.1,,5.5,140,38,,제주소방서,제주구조대,
20115001201S00451,산악,인명구조,20110409,111700,2011,봄,2,4,9,11,17,토요일,20110409,111900,2011,4,9,11,19,20110409,112500,2011,4,9,11,25,20110409,133000,2011,4,9,13,30,20110409,135500,2011,4,9,13,55,제주특별자치도,제주시,아라일동,도시,동,159035.5469,42557.3008,20,산,능선,개인(급.만성)질환,12.9,,2.4,290,71,,제주소방서,제주구조대,
20115001201S00477,산악,인명구조,20110414,114700,2011,봄,2,4,14,11,47,목요일,20110414,115700,2011,4,14,11,57,20110414,125700,2011,4,14,12,57,20110414,131100,2011,4,14,13,11,20110414,141500,2011,4,14,14,15,제주특별자치도,제주시,아라이동,도시,동,157106.7188,52247.75,20,산,정상,산악기타,16.6,,3.3,20,46,,제주소방서,제주구조대,
20115002201S00214,산악,인명구조,20110416,145500,2011,봄,2,4,16,14,55,토요일,20110416,150200,2011,4,16,15,2,20110416,151500,2011,4,16,15,15,20110416,161000,2011,4,16,16,10,20110416,163000,2011,4,16,16,30,제주특별자치도,서귀포시,강정동,도시,동,153899.0938,24349.6191,10,산,산기타,일반조난,17.6,,4.5,90,67,,서귀포소방서,서귀포구조대,
20115002201S00231,산악,인명구조,20110424,190900,2011,봄,2,4,24,19,9,일요일,20110424,191300,2011,4,24,19,13,20110424,192200,2011,4,24,19,22,20110424,193000,2011,4,24,19,30,20110424,195800,2011,4,24,19,58,제주특별자치도,서귀포시,동홍동,도시,동,158263.8281,28107.3164,8,산,산기타,산악기타,14.8,,2.7,140,58,,서귀포소방서,서귀포구조대,
20115002201S00237,산악,기타,20110427,72800,2011,봄,2,4,27,7,28,수요일,20110427,72800,2011,4,27,7,28,20110427,74600,2011,4,27,7,46,20110427,114600,2011,4,27,11,46,20110427,120000,2011,4,27,12,0,제주특별자치도,서귀포시,토평동,도시,동,160238.0625,27215.2266,7,산,산기타,일반조난,15.8,,0.8,340,77,,서귀포소방서,서귀포구조대,
20115003201S00193,산악,인명구조,20110427,80300,2011,봄,2,4,27,8,3,수요일,20110427,80800,2011,4,27,8,8,20110427,82000,2011,4,27,8,20,20110427,84500,2011,4,27,8,45,20110427,90500,2011,4,27,9,5,제주특별자치도,서귀포시,안덕면,농촌,면,136372.5938,27374.2539,20,산,산기타,일반조난,16.5,,2.1,50,72,,서부소방서,서부구조대,
20115003201S00194,산악,인명구조,20110427,170600,2011,봄,2,4,27,17,6,수요일,20110427,170800,2011,4,27,17,8,20110427,172800,2011,4,27,17,28,20110427,180000,2011,4,27,18,0,20110427,182500,2011,4,27,18,25,제주특별자치도,제주시,애월읍,농촌,읍,141619.2031,38495.082,18,산,능선,일반조난,12.2,,4.5,290,78,,서부소방서,서부구조대,
20115003201S00197,산악,인명구조,20110429,155100,2011,봄,2,4,29,15,51,금요일,20110429,155200,2011,4,29,15,52,20110429,161300,2011,4,29,16,13,20110429,164000,2011,4,29,16,40,20110429,171000,2011,4,29,17,10,제주특별자치도,제주시,한림읍,농촌,읍,135359.8594,34744.9141,6,산,정상,산악기타,19.5,,3.7,340,44,,서부소방서,서부구조대,
20115004201S00256,산악,인명구조,20110503,112000,2011,봄,2,5,3,11,20,화요일,20110503,112100,2011,5,3,11,21,20110503,113100,2011,5,3,11,31,20110503,114600,2011,5,3,11,46,20110503,120200,2011,5,3,12,2,제주특별자치도,서귀포시,성산읍,농촌,읍,190955.25,43833.7773,6,산,산기타,산악기타,15.9,0,3.6,320,71,,동부소방서,동부구조대,
20115002201S00262,산악,인명구조,20110507,182800,2011,봄,2,5,7,18,28,토요일,20110507,183800,2011,5,7,18,38,20110507,193700,2011,5,7,19,37,20110507,194000,2011,5,7,19,40,20110507,203000,2011,5,7,20,30,제주특별자치도,서귀포시,상효동,도시,동,160379.3594,30022.7559,15,산,산기타,일반조난,17.7,,1.6,250,94,,서귀포소방서,서귀포구조대,
20115003104S00021,산악,인명구조,20110522,161200,2011,봄,2,5,22,16,12,일요일,20110522,161500,2011,5,22,16,15,20110522,162600,2011,5,22,16,26,20110522,164500,2011,5,22,16,45,20110522,165800,2011,5,22,16,58,제주특별자치도,서귀포시,대정읍,농촌,읍,132479.1875,19820.7695,6,산,산기타,산악기타,18.9,0,4.2,70,78,,서부소방서,대정센터,
20115002201S00314,산악,인명구조,20110529,124000,2011,봄,2,5,29,12,40,일요일,20110529,124300,2011,5,29,12,43,20110529,134000,2011,5,29,13,40,20110529,144000,2011,5,29,14,40,20110529,150700,2011,5,29,15,7,제주특별자치도,서귀포시,하원동,도시,동,149865.1875,28170.7324,20,산,능선,산악기타,22,,4.1,250,67,,서귀포소방서,서귀포구조대,
20115002201S00316,산악,인명구조,20110530,153000,2011,봄,2,5,30,15,30,월요일,20110530,153700,2011,5,30,15,37,20110530,164000,2011,5,30,16,40,20110530,165000,2011,5,30,16,50,20110530,175000,2011,5,30,17,50,제주특별자치도,서귀포시,서홍동,도시,동,157238.0469,27179.2188,15,산,산기타,일반조난,21.6,,2.2,160,78,,서귀포소방서,서귀포구조대,
20115002201S00326,산악,기타,20110604,83500,2011,여름,2,6,4,8,35,토요일,20110604,83700,2011,6,4,8,37,20110604,90500,2011,6,4,9,5,20110604,91500,2011,6,4,9,15,20110604,100400,2011,6,4,10,4,제주특별자치도,서귀포시,상효동,도시,동,160369.9844,29989.3691,20,산,정상,산악기타,19.6,,2.4,230,88,,서귀포소방서,서귀포구조대,
20115001201S00753,산악,인명구조,20110604,83500,2011,여름,2,6,4,8,35,토요일,20110604,83700,2011,6,4,8,37,20110604,101200,2011,6,4,10,12,20110604,113900,2011,6,4,11,39,20110604,115300,2011,6,4,11,53,제주특별자치도,서귀포시,상효동,도시,동,160369.9844,29989.3691,16,산,산기타,산악기타,19.6,,2.4,230,88,,제주소방서,제주구조대,
20115002201S00371,산악,인명구조,20110624,181200,2011,여름,2,6,24,18,12,금요일,20110624,181200,2011,6,24,18,12,20110624,190000,2011,6,24,19,0,20110624,195000,2011,6,24,19,50,20110624,195500,2011,6,24,19,55,제주특별자치도,서귀포시,동홍동,도시,동,158263.8281,28107.3164,15,산,산기타,산악기타,25.2,,1.1,270,95,,서귀포소방서,서귀포구조대,
20115003201S00297,산악,인명검색,20110628,175400,2011,여름,2,6,28,17,54,화요일,20110628,175600,2011,6,28,17,56,20110628,181400,2011,6,28,18,14,20110628,183400,2011,6,28,18,34,20110628,191600,2011,6,28,19,16,제주특별자치도,제주시,한경면,농촌,면,130479.375,31759.2383,15,기타,기타,일반조난,23.4,,7.1,110,94,,서부소방서,서부구조대,
20115003105S00038,산악,인명구조,20110702,172600,2011,여름,3,7,2,17,26,토요일,20110702,172800,2011,7,2,17,28,20110702,173900,2011,7,2,17,39,20110702,174500,2011,7,2,17,45,20110702,180600,2011,7,2,18,6,제주특별자치도,서귀포시,안덕면,농촌,면,134450.9531,21484.1172,4,산,산기타,일반조난,24.9,,1.3,270,90,,서부소방서,안덕센터,
20115003105S00040,산악,인명검색,20110709,194300,2011,여름,3,7,9,19,43,토요일,20110709,195000,2011,7,9,19,50,20110709,200000,2011,7,9,20,0,20110709,202000,2011,7,9,20,20,20110709,204000,2011,7,9,20,40,제주특별자치도,서귀포시,안덕면,농촌,면,135361.0938,23715.0449,4,산,산기타,일반조난,26.6,,1.9,200,90,,서부소방서,안덕센터,
20115003105S00041,산악,인명구조,20110718,103200,2011,여름,3,7,18,10,32,월요일,20110718,103600,2011,7,18,10,36,20110718,104000,2011,7,18,10,40,20110718,122500,2011,7,18,12,25,20110718,124200,2011,7,18,12,42,제주특별자치도,서귀포시,안덕면,농촌,면,,,4,산,계곡,일반조난,28.1,,5.3,70,77,,서부소방서,안덕센터,
20115001201S00987,산악,인명구조,20110720,180800,2011,여름,3,7,20,18,8,수요일,20110720,181000,2011,7,20,18,10,20110720,184000,2011,7,20,18,40,20110720,203000,2011,7,20,20,30,20110720,210300,2011,7,20,21,3,제주특별자치도,제주시,조천읍,농촌,읍,164616.0156,38027.7188,30,산,산기타,산악기타,29.3,,2.7,360,78,,제주소방서,제주구조대,
20115003201S00356,산악,인명구조,20110726,191200,2011,여름,3,7,26,19,12,화요일,20110726,192000,2011,7,26,19,20,20110726,194200,2011,7,26,19,42,20110726,194500,2011,7,26,19,45,20110726,195300,2011,7,26,19,53,제주특별자치도,제주시,애월읍,농촌,읍,145387.6719,40901.5313,20,산,능선,일반조난,31.1,,2.7,50,64,,서부소방서,서부구조대,
20115001201S01078,산악,인명구조,20110802,140900,2011,여름,3,8,2,14,9,화요일,20110802,141200,2011,8,2,14,12,20110802,144000,2011,8,2,14,40,20110802,160000,2011,8,2,16,0,20110802,173500,2011,8,2,17,35,제주특별자치도,제주시,연동,도시,동,153354.3125,49583.5898,35,산,능선,개인(급.만성)질환,27.8,,2.9,360,79,,제주소방서,제주구조대,
20115002201S00489,산악,인명구조,20110811,132700,2011,여름,3,8,11,13,27,목요일,20110811,132800,2011,8,11,13,28,20110811,135000,2011,8,11,13,50,20110811,150600,2011,8,11,15,6,20110811,174200,2011,8,11,17,42,제주특별자치도,서귀포시,상효동,도시,동,160117.4688,30949.8652,10,산,능선,산악기타,26.5,,2.2,270,89,,서귀포소방서,서귀포구조대,
20115004201S00449,산악,인명구조,20110814,100200,2011,여름,3,8,14,10,2,일요일,20110814,100400,2011,8,14,10,4,20110814,102100,2011,8,14,10,21,20110814,111300,2011,8,14,11,13,20110814,114000,2011,8,14,11,40,제주특별자치도,제주시,구좌읍,농촌,읍,190241.9531,49847.1367,16,산,산기타,개인(급.만성)질환,26.6,,1.3,50,80,,동부소방서,동부구조대,
20115001108S00044,산악,인명구조,20110814,100200,2011,여름,3,8,14,10,2,일요일,20110814,100400,2011,8,14,10,4,20110814,102300,2011,8,14,10,23,20110814,112000,2011,8,14,11,20,20110814,113000,2011,8,14,11,30,제주특별자치도,제주시,구좌읍,농촌,읍,190241.9531,49847.1367,7,산,정상,개인(급.만성)질환,26.6,,1.3,50,80,,동부소방서,구좌센터,
20115001201S01199,산악,인명구조,20110816,121800,2011,여름,3,8,16,12,18,화요일,20110816,122000,2011,8,16,12,20,20110816,133200,2011,8,16,13,32,20110816,141900,2011,8,16,14,19,20110816,145400,2011,8,16,14,54,제주특별자치도,제주시,봉개동,도시,동,163869.2031,44819.7852,14,산,산기타,개인(급.만성)질환,29.3,,4.2,20,69,,제주소방서,제주구조대,
20115001112S00116,산악,기타,20110820,203700,2011,여름,3,8,20,20,37,토요일,20110820,204200,2011,8,20,20,42,20110820,214000,2011,8,20,21,40,20110820,215700,2011,8,20,21,57,20110820,221700,2011,8,20,22,17,제주특별자치도,제주시,애월읍,농촌,읍,149826.3125,35352.9805,17,산,산기타,산악기타,24.2,,1.9,70,88,,제주소방서,노형센터,
20115001201S01227,산악,안전조치,20110821,165000,2011,여름,3,8,21,16,50,일요일,20110821,165400,2011,8,21,16,54,20110821,173100,2011,8,21,17,31,20110821,173200,2011,8,21,17,32,20110821,174500,2011,8,21,17,45,제주특별자치도,제주시,아라일동,도시,동,159035.5469,42557.3008,3,산,산기타,일반조난,22.1,0,2,50,92,,제주소방서,제주구조대,
20115001201S01271,산악,인명구조,20110828,91900,2011,여름,3,8,28,9,19,일요일,20110828,92300,2011,8,28,9,23,20110828,94900,2011,8,28,9,49,20110828,120000,2011,8,28,12,0,20110828,133900,2011,8,28,13,39,제주특별자치도,제주시,아라일동,도시,동,158898.6719,42902.6133,25,산,산기타,산악기타,26.3,,3.7,70,77,,제주소방서,제주구조대,
20115004201S00476,산악,인명구조,20110828,171500,2011,여름,3,8,28,17,15,일요일,20110828,171500,2011,8,28,17,15,20110828,174500,2011,8,28,17,45,20110828,211000,2011,8,28,21,10,20110828,214500,2011,8,28,21,45,제주특별자치도,제주시,조천읍,농촌,읍,172846.1094,49090.1992,32,산,산기타,일반조난,26.4,,4.3,20,78,,동부소방서,동부구조대,
20115004201S00487,산악,기타,20110904,172000,2011,가을,3,9,4,17,20,일요일,20110904,172300,2011,9,4,17,23,20110904,184700,2011,9,4,18,47,20110904,195000,2011,9,4,19,50,20110904,202800,2011,9,4,20,28,제주특별자치도,제주시,조천읍,농촌,읍,166561.5,55048.4219,40,산,산기타,일반조난,25.9,,2.6,290,68,,동부소방서,동부구조대,
20115001201S01397,산악,인명구조,20110917,92700,2011,가을,3,9,17,9,27,토요일,20110917,93000,2011,9,17,9,30,20110917,95300,2011,9,17,9,53,20110917,112000,2011,9,17,11,20,20110917,115000,2011,9,17,11,50,제주특별자치도,제주시,아라일동,도시,동,158898.6719,42902.6133,25,산,산기타,산악기타,25.7,,2.1,20,79,,제주소방서,제주구조대,
20115001201S01408,산악,인명구조,20110918,151600,2011,가을,3,9,18,15,16,일요일,20110918,151900,2011,9,18,15,19,20110918,154000,2011,9,18,15,40,20110918,160500,2011,9,18,16,5,20110918,163400,2011,9,18,16,34,제주특별자치도,제주시,화북일동,도시,동,159537.8906,52907.4844,20,산,산기타,산악기타,23.5,,4.4,360,78,,제주소방서,제주구조대,
20115001201S01467,산악,인명구조,20110929,190600,2011,가을,3,9,29,19,6,목요일,20110929,191000,2011,9,29,19,10,20110929,192900,2011,9,29,19,29,20110929,193900,2011,9,29,19,39,20110929,200700,2011,9,29,20,7,제주특별자치도,제주시,조천읍,농촌,읍,167769.75,41667.5508,15,산,산기타,산악기타,24.9,,4.7,250,80,,제주소방서,제주구조대,
20115004201S00525,산악,인명구조,20110929,190900,2011,가을,3,9,29,19,9,목요일,20110929,191600,2011,9,29,19,16,20110929,194500,2011,9,29,19,45,20110929,222000,2011,9,29,22,20,20110929,225000,2011,9,29,22,50,제주특별자치도,제주시,조천읍,농촌,읍,168835.125,47341.1992,20,산,산기타,일반조난,24.9,,4.7,250,80,,동부소방서,동부구조대,
20115002108S00084,산악,인명구조,20111002,181400,2011,가을,4,10,2,18,14,일요일,20111002,182200,2011,10,2,18,22,20111002,183900,2011,10,2,18,39,20111002,184300,2011,10,2,18,43,20111002,190200,2011,10,2,19,2,제주특별자치도,서귀포시,남원읍,농촌,읍,172491.8438,27230.8789,17,산,산기타,산악기타,19.2,,1.1,290,51,,동부소방서,남원센터,
20115004201S00533,산악,인명구조,20111005,100800,2011,가을,4,10,5,10,8,수요일,20111005,101000,2011,10,5,10,10,20111005,101800,2011,10,5,10,18,20111005,105500,2011,10,5,10,55,20111005,112500,2011,10,5,11,25,제주특별자치도,제주시,구좌읍,농촌,읍,190263.9219,49840.3438,6,산,능선,실족추락,21,,2.4,20,45,,동부소방서,동부구조대,
20115003201S00526,산악,인명구조,20111009,184200,2011,가을,4,10,9,18,42,일요일,20111009,184800,2011,10,9,18,48,20111009,190000,2011,10,9,19,0,20111009,195000,2011,10,9,19,50,20111009,201900,2011,10,9,20,19,제주특별자치도,제주시,애월읍,농촌,읍,144324.9844,38723.1602,10,산,계곡,일반조난,22.1,,3.2,70,64,,서부소방서,서부구조대,
20115002201S00628,산악,인명구조,20111019,110700,2011,가을,4,10,19,11,7,수요일,20111019,111000,2011,10,19,11,10,20111019,112500,2011,10,19,11,25,20111019,114800,2011,10,19,11,48,20111019,121000,2011,10,19,12,10,제주특별자치도,서귀포시,남원읍,농촌,읍,169016.6094,31343.582,9,산,산기타,일반조난,21.6,,3.1,90,49,,서귀포소방서,서귀포구조대,
20115002108S00091,산악,인명구조,20111019,110700,2011,가을,4,10,19,11,7,수요일,20111019,111000,2011,10,19,11,10,20111019,112200,2011,10,19,11,22,20111019,114700,2011,10,19,11,47,20111019,115300,2011,10,19,11,53,제주특별자치도,서귀포시,남원읍,농촌,읍,169016.6094,31343.582,9,산,산기타,산악기타,21.6,,3.1,90,49,,동부소방서,남원센터,
20115001201S01582,산악,안전조치,20111021,125700,2011,가을,4,10,21,12,57,금요일,20111021,130000,2011,10,21,13,0,20111021,132900,2011,10,21,13,29,20111021,140100,2011,10,21,14,1,20111021,145400,2011,10,21,14,54,제주특별자치도,제주시,해안동,도시,동,152925.75,38832.9531,17,산,산기타,산악기타,19.9,0,2.8,70,80,,제주소방서,제주구조대,
20115003201S00548,산악,인명구조,20111024,175900,2011,가을,4,10,24,17,59,월요일,20111024,180500,2011,10,24,18,5,20111024,185000,2011,10,24,18,50,20111024,190000,2011,10,24,19,0,20111024,193000,2011,10,24,19,30,제주특별자치도,제주시,한림읍,농촌,읍,136357.4531,34446.832,18,산,정상,일반조난,15.5,0.5,3.4,360,70,,서부소방서,서부구조대,
20115004201S00557,산악,기타,20111027,145900,2011,가을,4,10,27,14,59,목요일,20111027,150000,2011,10,27,15,0,20111027,150500,2011,10,27,15,5,20111027,152500,2011,10,27,15,25,20111027,153500,2011,10,27,15,35,제주특별자치도,제주시,구좌읍,농촌,읍,190241.9531,49847.1367,4,산,산기타,개인(급.만성)질환,19.2,,4.5,50,58,,동부소방서,동부구조대,
20115002201S00651,산악,인명구조,20111030,100400,2011,가을,4,10,30,10,4,일요일,20111030,100700,2011,10,30,10,7,20111030,101800,2011,10,30,10,18,20111030,144500,2011,10,30,14,45,20111030,150000,2011,10,30,15,0,제주특별자치도,서귀포시,남원읍,농촌,읍,168813.375,26231.1328,9,산,산기타,개인(급.만성)질환,21.6,,1.5,230,67,,서귀포소방서,서귀포구조대,
20115001201S01650,산악,인명구조,20111103,154800,2011,가을,4,11,3,15,48,목요일,20111103,154800,2011,11,3,15,48,20111103,160000,2011,11,3,16,0,20111103,165000,2011,11,3,16,50,20111103,170900,2011,11,3,17,9,제주특별자치도,제주시,노형동,도시,동,152775.2344,42316.3164,7,산,산기타,산악기타,22.3,,4.9,50,81,,제주소방서,제주구조대,
20115001201S01680,산악,인명구조,20111113,115600,2011,가을,4,11,13,11,56,일요일,20111113,115700,2011,11,13,11,57,20111113,121600,2011,11,13,12,16,20111113,123500,2011,11,13,12,35,20111113,130000,2011,11,13,13,0,제주특별자치도,제주시,애월읍,농촌,읍,147682.2188,46470.875,15,산,산기타,산악기타,17.3,,2.9,320,57,,제주소방서,제주구조대,
20115002108S00095,산악,안전조치,20111114,175300,2011,가을,4,11,14,17,53,월요일,20111114,175900,2011,11,14,17,59,20111114,181600,2011,11,14,18,16,20111114,182500,2011,11,14,18,25,20111114,184800,2011,11,14,18,48,제주특별자치도,서귀포시,남원읍,농촌,읍,164970.2969,37639.5273,15,산,산기타,산악기타,17.1,,1.9,180,46,,동부소방서,남원센터,
20115001201S01785,산악,인명구조,20111208,102900,2011,겨울,4,12,8,10,29,목요일,20111208,103000,2011,12,8,10,30,20111208,104700,2011,12,8,10,47,20111208,111100,2011,12,8,11,11,20111208,112900,2011,12,8,11,29,제주특별자치도,제주시,봉개동,도시,동,162362.875,49884.2969,4,산,산기타,산악기타,9.8,,6.3,340,71,,제주소방서,제주구조대,
20125001108S00003,산악,인명구조,20120124,195400,2012,겨울,1,1,24,19,54,화요일,20120124,200800,2012,1,24,20,8,20120124,201400,2012,1,24,20,14,20120124,202300,2012,1,24,20,23,20120124,204900,2012,1,24,20,49,제주특별자치도,제주시,구좌읍,농촌,읍,174191.7969,54535.8594,5,도로교통,도로,일반조난,3.4,,5.1,320,51,,동부소방서,구좌센터,
20125001201S00121,산악,인명구조,20120128,114600,2012,겨울,1,1,28,11,46,토요일,20120128,114900,2012,1,28,11,49,20120128,115500,2012,1,28,11,55,20120128,131800,2012,1,28,13,18,20120128,132700,2012,1,28,13,27,제주특별자치도,제주시,아라일동,도시,동,158016.7031,47806.9727,7,기타,기타,일반조난,6.9,,5.2,20,46,,제주소방서,제주구조대,
20125001201S00156,산악,인명구조,20120206,151600,2012,겨울,1,2,6,15,16,월요일,20120206,153300,2012,2,6,15,33,20120206,160900,2012,2,6,16,9,20120206,162800,2012,2,6,16,28,20120206,180300,2012,2,6,18,3,제주특별자치도,서귀포시,남원읍,농촌,읍,164970.2969,37639.5273,18,산,산기타,산악기타,11.1,1.2,2.6,70,91,,제주소방서,제주구조대,
20125001201S00206,산악,인명구조,20120218,141200,2012,겨울,1,2,18,14,12,토요일,20120218,142600,2012,2,18,14,26,20120218,144300,2012,2,18,14,43,20120218,161000,2012,2,18,16,10,20120218,164800,2012,2,18,16,48,제주특별자치도,서귀포시,남원읍,농촌,읍,164951.8438,37642.9805,13,산,산기타,산악기타,2.5,,3.6,290,55,,제주소방서,제주구조대,
20125003201S00058,산악,인명구조,20120220,30000,2012,겨울,1,2,20,3,0,월요일,20120220,30500,2012,2,20,3,5,20120220,44500,2012,2,20,4,45,20120220,61000,2012,2,20,6,10,20120220,70300,2012,2,20,7,3,제주특별자치도,서귀포시,안덕면,농촌,면,134450.9531,21484.1172,25,산,정상,산악기타,1.9,,2.1,360,69,,서부소방서,서부구조대,
20125004201S00059,산악,인명구조,20120224,125500,2012,겨울,1,2,24,12,55,금요일,20120224,125600,2012,2,24,12,56,20120224,130900,2012,2,24,13,9,20120224,134800,2012,2,24,13,48,20120224,135900,2012,2,24,13,59,제주특별자치도,서귀포시,성산읍,농촌,읍,188816.5469,44086.4883,5,산,정상,산악기타,11.3,,4,70,56,,동부소방서,동부구조대,
