msfrtn_resc_reprt_no,acdnt_cause,prcs_result_se_nm,dclr_ymd,dclr_tm,dclr_yr,season_se_nm,qu_se,dclr_mnth,dclr_day,dclr_hour,dclr_min,daywk,dsp_ymd,dsp_tm,dsp_yr,dsp_mnth,dsp_day,dsp_hour,dsp_min,spt_arvl_ymd,spt_arvl_tm,spt_arvl_yr,spt_arvl_mnth,spt_arvl_day,spt_arvl_hour,spt_arvl_min,resc_cmptn_ymd,resc_cmptn_tm,resc_cmptn_yr,resc_cmptn_mnth,resc_cmptn_day,resc_cmptn_hour,resc_cmptn_min,hmg_ymd,hmg_tm,hmg_yr,hmg_mnth,hmg_day,hmg_hour,hmg_min,sido_nm,sigungu_nm,emd_nm,cty_frmvl_se_nm,emd_se_nm,loc_info_x,loc_info_y,spt_frstt_dist,acdnt_place_nm,acdnt_place_detail_nm,acdnt_cause_asort_nm,time_unit_tmprt,time_unit_rainqty,time_unit_ws,time_unit_wd,time_unit_humidity,time_unit_msnf,frstt_nm,ward_nm,lfdau_nm
20194511201S00502,수난,안전조치,20190727,164500,2019,여름,3,07,27,16,45,토요일,20190727,165700,2019,07,27,16,57,20190727,170300,2019,07,27,17,03,20190727,171200,2019,07,27,17,12,20190727,171600,2019,07,27,17,16,전라북도,완주군 ,운주면,농촌,면,223777.200000000,288824.000000000,1.00,"하천,바다","기타 하천,바다",물놀이 익수,,,,,,,완주소방서,완주119구조대,
20194510103S00213,수난,인명구조,20190727,180900,2019,여름,3,07,27,18,09,토요일,20190727,181000,2019,07,27,18,10,20190727,182100,2019,07,27,18,21,20190727,190600,2019,07,27,19,06,20190727,193700,2019,07,27,19,37,전라북도,무주군 ,안성면,농촌,면,259855.000000000,263045.750000000,21.00,"하천,바다",지방(소)하천,야영중 고립,,,,,,,무진장소방서,무주119안전센터,
20194510602S00030,수난,인명구조,20190727,180900,2019,여름,3,07,27,18,09,토요일,20190727,181000,2019,07,27,18,10,20190727,183600,2019,07,27,18,36,20190727,190600,2019,07,27,19,06,20190727,193700,2019,07,27,19,37,전라북도,무주군 ,안성면,농촌,면,259855.000000000,263045.750000000,19.00,"하천,바다",지방(소)하천,계곡·급류사고,,,,,,,무진장소방서,현장대응단,
20194510202S00255,수난,인명구조,20190727,180900,2019,여름,3,07,27,18,09,토요일,20190727,181000,2019,07,27,18,10,20190727,183600,2019,07,27,18,36,20190727,203100,2019,07,27,20,31,20190727,203100,2019,07,27,20,31,전라북도,무주군 ,안성면,농촌,면,259855.000000000,263045.750000000,22.00,"하천,바다","기타 하천,바다",야영중 고립,,,,,,,무진장소방서,무진장119구조대,
20194506602S00010,수난,안전조치,20190728,110900,2019,여름,3,07,28,11,09,일요일,20190728,111100,2019,07,28,11,11,20190728,112600,2019,07,28,11,26,20190728,112800,2019,07,28,11,28,20190728,115000,2019,07,28,11,50,전라북도,남원시,산내면,농촌,면,254502.750000000,211534.375000000,45.00,"하천,바다","기타 하천,바다",기타 수난,28.3,,2.3,140,75,,남원소방서,현장대응단,
20194511402S00018,수난,안전조치,20190728,153000,2019,여름,3,07,28,15,30,일요일,20190728,153100,2019,07,28,15,31,20190728,154100,2019,07,28,15,41,20190728,154300,2019,07,28,15,43,20190728,163900,2019,07,28,16,39,전라북도,완주군 ,운주면,농촌,면,223371.830000000,289289.100000000,5.00,"하천,바다",지방(소)하천,수상표류,,,,,,,완주소방서,고산119안전센터,운주119지역대
20194507202S00678,수난,인명구조,20190729,080200,2019,여름,3,07,29,08,02,월요일,20190729,080300,2019,07,29,08,03,20190729,084100,2019,07,29,08,41,20190729,084100,2019,07,29,08,41,20190729,085700,2019,07,29,08,57,전라북도,김제시,황산면,농촌,면,197625.420000000,254968.900000000,12.50,"하천,바다",저수지,기타 수난,,,,,,,김제소방서,김제119구조대,
20194507603S00020,수난,인명구조,20190729,080200,2019,여름,3,07,29,08,02,월요일,20190729,080200,2019,07,29,08,02,20190729,080400,2019,07,29,08,04,20190729,084100,2019,07,29,08,41,20190729,085800,2019,07,29,08,58,전라북도,김제시,황산면,농촌,면,197625.420000000,254968.900000000,24.00,"하천,바다","기타 하천,바다",기타 수난,,,,,,,김제소방서,현장대응단,
20194509202S00521,수난,인명구조,20190729,094000,2019,여름,3,07,29,09,40,월요일,20190729,094300,2019,07,29,09,43,20190729,100100,2019,07,29,10,01,20190729,102500,2019,07,29,10,25,20190729,111200,2019,07,29,11,12,전라북도,부안군 ,변산면,농촌,면,156095.200000000,241081.600000000,25.00,"하천,바다",바다,기타 수난,,,,,,,부안소방서,부안119구조대,
20194509602S00033,수난,인명구조,20190729,094000,2019,여름,3,07,29,09,40,월요일,20190729,094100,2019,07,29,09,41,20190729,094700,2019,07,29,09,47,20190729,102500,2019,07,29,10,25,20190729,111200,2019,07,29,11,12,전라북도,부안군 ,변산면,농촌,면,156095.200000000,241081.600000000,50.00,"하천,바다",바다,수상표류,,,,,,,부안소방서,현장대응단,
20194506103S00153,수난,인명구조,20190729,145600,2019,여름,3,07,29,14,56,월요일,20190729,145600,2019,07,29,14,56,20190729,151200,2019,07,29,15,12,20190729,153100,2019,07,29,15,31,20190729,162000,2019,07,29,16,20,전라북도,남원시,산내면,농촌,면,250645.426500000,206573.718000000,3.00,산,국·도·군립공원(계곡),기타 수난,31.9,,2.6,200,53,,남원소방서,인월119안전센터_폐서예정,
20194510103S00224,수난,인명검색,20190731,163900,2019,여름,3,07,31,16,39,수요일,20190731,164000,2019,07,31,16,40,20190731,165600,2019,07,31,16,56,20190731,172900,2019,07,31,17,29,20190731,181300,2019,07,31,18,13,전라북도,무주군 ,설천면,농촌,면,270928.000000000,276648.000000000,25.00,"하천,바다",지방(소)하천,기타 수난,,,,,,,무진장소방서,무주119안전센터,
20194509602S00034,수난,인명구조,20190801,122500,2019,여름,3,08,01,12,25,목요일,20190801,122500,2019,08,01,12,25,20190801,122500,2019,08,01,12,25,20190801,123500,2019,08,01,12,35,20190801,124600,2019,08,01,12,46,전라북도,부안군 ,변산면,농촌,면,151871.190800000,236778.232700000,30.00,"도로, 철도",일반도로(기타),물놀이 익수,32.1,,1.5,180,60,,부안소방서,현장대응단,
20194509102S00075,수난,안전조치,20190801,122500,2019,여름,3,08,01,12,25,목요일,20190801,122500,2019,08,01,12,25,20190801,122500,2019,08,01,12,25,20190801,123500,2019,08,01,12,35,20190801,131000,2019,08,01,13,10,전라북도,부안군 ,변산면,농촌,면,151871.190800000,236778.232700000,1.50,"하천,바다",바다,기타 수난,32.1,,1.5,180,60,,부안소방서,격포119안전센터,
20194501108S00366,수난,인명구조,20190801,173000,2019,여름,3,08,01,17,30,목요일,20190801,173100,2019,08,01,17,31,20190801,173900,2019,08,01,17,39,20190801,175200,2019,08,01,17,52,20190801,185600,2019,08,01,18,56,전라북도,전주시덕진구,우아동1가,도시,동,215780.875000000,258710.625000000,2.00,"하천,바다",저수지,기타 수난,31.3,,2.0,290,81,,전주덕진소방서,아중119안전센터,
20194501202S01268,수난,인명구조,20190801,173000,2019,여름,3,08,01,17,30,목요일,20190801,173100,2019,08,01,17,31,20190801,173900,2019,08,01,17,39,20190801,175200,2019,08,01,17,52,20190801,182000,2019,08,01,18,20,전라북도,전주시덕진구,우아동1가,도시,동,215780.875000000,258710.625000000,3.00,"하천,바다",저수지,기타 수난,31.3,,2.0,290,81,,전주덕진소방서,전주덕진119구조대,
20194511303S00112,수난,인명구조,20190802,225500,2019,여름,3,08,02,22,55,금요일,20190802,225600,2019,08,02,22,56,20190802,232500,2019,08,02,23,25,20190802,235300,2019,08,02,23,53,20190803,002700,2019,08,03,00,27,전라북도,완주군 ,운주면,농촌,면,229709.600000000,288238.400000000,25.00,"하천,바다",지방(소)하천,기타 수난,,,,,,,완주소방서,고산119안전센터,
20194511201S00524,수난,인명구조,20190802,225500,2019,여름,3,08,02,22,55,금요일,20190802,225600,2019,08,02,22,56,20190802,232500,2019,08,02,23,25,20190802,235300,2019,08,02,23,53,20190803,005900,2019,08,03,00,59,전라북도,완주군 ,운주면,농촌,면,229709.600000000,288238.400000000,35.00,"하천,바다",지방(소)하천,물놀이 익수,,,,,,,완주소방서,완주119구조대,
20194509101S00247,수난,인명구조,20190803,171900,2019,여름,3,08,03,17,19,토요일,20190803,172000,2019,08,03,17,20,20190803,173100,2019,08,03,17,31,20190803,174500,2019,08,03,17,45,20190803,181300,2019,08,03,18,13,전라북도,부안군 ,상서면,농촌,면,170283.200000000,241267.600000000,11.00,운동시설,수영장,물놀이 익수,26.0,1.00,1.9,320,78,,부안소방서,부안119안전센터,
20194503110S00344,수난,안전조치,20190803,235600,2019,여름,3,08,03,23,56,토요일,20190803,235600,2019,08,03,23,56,20190804,000300,2019,08,04,00,03,20190804,000800,2019,08,04,00,08,20190804,001400,2019,08,04,00,14,전라북도,군산시,옥도면,농촌,면,153942.458600000,260559.001000000,8.00,"하천,바다",바다,기타 수난,26.3,,0.5,110,87,,군산소방서,비응119안전센터_폐서예정,
20194509102S00078,수난,기타,20190804,163700,2019,여름,3,08,04,16,37,일요일,20190804,164000,2019,08,04,16,40,20190804,170200,2019,08,04,17,02,20190804,171100,2019,08,04,17,11,20190804,173300,2019,08,04,17,33,전라북도,김제시,진봉면,농촌,면,154637.500000000,247800.625000000,20.00,"하천,바다","기타 하천,바다",기타 수난,31.3,,4.1,20,66,,부안소방서,격포119안전센터,
20194509202S00539,수난,안전조치,20190804,164000,2019,여름,3,08,04,16,40,일요일,20190804,164100,2019,08,04,16,41,20190804,170200,2019,08,04,17,02,20190804,171100,2019,08,04,17,11,20190804,173300,2019,08,04,17,33,전라북도,김제시,진봉면,농촌,면,154637.500000000,247800.625000000,27.00,"하천,바다","기타 하천,바다",기타 수난,31.3,,4.1,20,66,,부안소방서,부안119구조대,
20194509602S00037,수난,인명검색,20190805,013500,2019,여름,3,08,05,01,35,월요일,20190805,013600,2019,08,05,01,36,20190805,015000,2019,08,05,01,50,20190805,021900,2019,08,05,02,19,20190805,024300,2019,08,05,02,43,전라북도,부안군 ,변산면,농촌,면,154156.520000000,239896.400000000,25.00,"하천,바다",바다,기타 수난,,,,,,,부안소방서,현장대응단,
20194509202S00541,수난,안전조치,20190805,013600,2019,여름,3,08,05,01,36,월요일,20190805,013700,2019,08,05,01,37,20190805,020400,2019,08,05,02,04,20190805,022000,2019,08,05,02,20,20190805,024100,2019,08,05,02,41,전라북도,부안군 ,변산면,농촌,면,154156.520000000,239896.400000000,27.00,"하천,바다",바다,기타 수난,,,,,,,부안소방서,부안119구조대,
20194506602S00012,수난,인명구조,20190806,130000,2019,여름,3,08,06,13,00,화요일,20190806,130000,2019,08,06,13,00,20190806,132100,2019,08,06,13,21,20190806,134500,2019,08,06,13,45,20190806,140900,2019,08,06,14,09,전라북도,남원시,산동면,도시,면,243183.037700000,225445.465200000,16.00,산,기타 산(계곡),기타 수난,30.5,,3.7,20,60,,남원소방서,현장대응단,
20194506101S00093,수난,인명구조,20190806,130000,2019,여름,3,08,06,13,00,화요일,20190806,130000,2019,08,06,13,00,20190806,132100,2019,08,06,13,21,20190806,134500,2019,08,06,13,45,20190806,145100,2019,08,06,14,51,전라북도,남원시,산동면,도시,면,243183.037700000,225445.465200000,15.00,기타,기타,기타 수난,30.5,,3.7,20,60,,남원소방서,식정119안전센터,
20194506203S00514,수난,인명구조,20190806,130200,2019,여름,3,08,06,13,02,화요일,20190806,130200,2019,08,06,13,02,20190806,132100,2019,08,06,13,21,20190806,134500,2019,08,06,13,45,20190806,145100,2019,08,06,14,51,전라북도,남원시,산동면,도시,면,243183.037700000,225445.465200000,7.00,기타,기타,기타 수난,30.5,,3.7,20,60,,남원소방서,119구조대,
20194503110S00351,수난,안전조치,20190807,132800,2019,여름,3,08,07,13,28,수요일,20190807,133000,2019,08,07,13,30,20190807,140000,2019,08,07,14,00,20190807,143000,2019,08,07,14,30,20190807,145900,2019,08,07,14,59,전라북도,군산시,옥도면,농촌,면,147720.400000000,258256.000000000,25.00,"하천,바다","기타 하천,바다",수상표류,31.7,,3.4,250,66,,군산소방서,비응119안전센터_폐서예정,
20194510306S00041,수난,인명구조,20190808,165800,2019,여름,3,08,08,16,58,목요일,20190808,165800,2019,08,08,16,58,20190808,170700,2019,08,08,17,07,20190808,172300,2019,08,08,17,23,20190808,173500,2019,08,08,17,35,전라북도,무주군 ,설천면,농촌,면,268312.000000000,270619.750000000,10.00,"하천,바다",지방(소)하천,계곡·급류사고,,,,,,,무진장소방서,무주119안전센터,구천동119지역대
20194510103S00263,수난,인명구조,20190808,165800,2019,여름,3,08,08,16,58,목요일,20190808,165800,2019,08,08,16,58,20190808,170700,2019,08,08,17,07,20190808,172600,2019,08,08,17,26,20190808,180000,2019,08,08,18,00,전라북도,무주군 ,설천면,농촌,면,268312.000000000,270619.750000000,7.00,"하천,바다","기타 하천,바다",계곡·급류사고,,,,,,,무진장소방서,무주119안전센터,
20194501101S00536,수난,안전조치,20190812,064600,2019,여름,3,08,12,06,46,월요일,20190812,064700,2019,08,12,06,47,20190812,065500,2019,08,12,06,55,20190812,071000,2019,08,12,07,10,20190812,071900,2019,08,12,07,19,전라북도,전주시덕진구,금암동,도시,동,212945.125000000,260535.875000000,2.00,공동주택,아파트,기타 수난,,,,,,,전주덕진소방서,금암119안전센터,
20194506102S00357,수난,기타,20190815,054000,2019,여름,3,08,15,05,40,목요일,20190815,054100,2019,08,15,05,41,20190815,055400,2019,08,15,05,54,20190815,055400,2019,08,15,05,54,20190815,060700,2019,08,15,06,07,전라북도,순창군 ,복흥면,농촌,면,190246.520000000,218239.700000000,21.00,"하천,바다","기타 하천,바다",차량추락 침수,,,,,,,남원소방서,순창119센터_폐서,
20194503102S00227,수난,인명구조,20190815,060900,2019,여름,3,08,15,06,09,목요일,20190815,060900,2019,08,15,06,09,20190815,061700,2019,08,15,06,17,20190815,063200,2019,08,15,06,32,20190815,063900,2019,08,15,06,39,전라북도,군산시,미룡동,도시,동,172342.500000000,272588.625000000,9.00,도시공원,수상·호수공원,기타 수난,,,,,,,군산소방서,사정119안전센터,
20194503602S00052,수난,인명구조,20190815,060900,2019,여름,3,08,15,06,09,목요일,20190815,060900,2019,08,15,06,09,20190815,061700,2019,08,15,06,17,20190815,063900,2019,08,15,06,39,20190815,070100,2019,08,15,07,01,전라북도,군산시,미룡동,도시,동,172342.500000000,272588.625000000,11.00,도시공원,수상·호수공원,기타 수난,,,,,,,군산소방서,현장대응단,
20194503108S00611,수난,인명구조,20190815,060900,2019,여름,3,08,15,06,09,목요일,20190815,061000,2019,08,15,06,10,20190815,061700,2019,08,15,06,17,20190815,063900,2019,08,15,06,39,20190815,065800,2019,08,15,06,58,전라북도,군산시,미룡동,도시,동,172342.500000000,272588.625000000,6.00,"하천,바다",저수지,기타 수난,,,,,,,군산소방서,지곡119안전센터,
20194503203S01104,수난,안전조치,20190815,060900,2019,여름,3,08,15,06,09,목요일,20190815,060900,2019,08,15,06,09,20190815,061700,2019,08,15,06,17,20190815,063900,2019,08,15,06,39,20190815,070100,2019,08,15,07,01,전라북도,군산시,미룡동,도시,동,172342.500000000,272588.625000000,9.00,도시공원,수상·호수공원,기타 수난,,,,,,,군산소방서,군산119구조대,
20194508202S00475,수난,기타,20190815,110700,2019,여름,3,08,15,11,07,목요일,20190815,111000,2019,08,15,11,10,20190815,111900,2019,08,15,11,19,20190815,112200,2019,08,15,11,22,20190815,113300,2019,08,15,11,33,전라북도,고창군 ,해리면,농촌,면,153154.367200000,224528.512700000,8.00,"하천,바다",바다,기타 수난,28.9,,4.0,70,79,,고창소방서,119구조대,
20194503110S00367,수난,안전조치,20190815,121100,2019,여름,3,08,15,12,11,목요일,20190815,121200,2019,08,15,12,12,20190815,124400,2019,08,15,12,44,20190815,140000,2019,08,15,14,00,20190815,141800,2019,08,15,14,18,전라북도,군산시,옥도면,농촌,면,154088.500000000,261155.500000000,12.00,"하천,바다","기타 하천,바다",기타 수난,26.1,0.10,1.3,340,89,,군산소방서,비응119안전센터_폐서예정,
20194509102S00099,수난,인명구조,20190816,104100,2019,여름,3,08,16,10,41,금요일,20190816,104200,2019,08,16,10,42,20190816,105900,2019,08,16,10,59,20190816,122200,2019,08,16,12,22,20190816,123600,2019,08,16,12,36,전라북도,부안군 ,변산면,농촌,면,160566.744300000,242127.645700000,17.00,"하천,바다",저수지,수상표류,25.8,0.00,2.1,230,90,,부안소방서,격포119안전센터,
20194509602S00039,수난,인명구조,20190816,104100,2019,여름,3,08,16,10,41,금요일,20190816,104200,2019,08,16,10,42,20190816,105900,2019,08,16,10,59,20190816,143700,2019,08,16,14,37,20190816,143800,2019,08,16,14,38,전라북도,부안군 ,변산면,농촌,면,160566.744300000,242127.645700000,60.00,"하천,바다",댐,수상표류,25.8,0.00,2.1,230,90,,부안소방서,현장대응단,
20194509202S00578,수난,인명구조,20190816,104400,2019,여름,3,08,16,10,44,금요일,20190816,104500,2019,08,16,10,45,20190816,110800,2019,08,16,11,08,20190816,141500,2019,08,16,14,15,20190816,143700,2019,08,16,14,37,전라북도,부안군 ,변산면,농촌,면,160566.744300000,242127.645700000,20.00,"하천,바다",저수지,수상표류,25.8,0.00,2.1,230,90,,부안소방서,부안119구조대,
20194509202S00579,수난,안전조치,20190816,152200,2019,여름,3,08,16,15,22,금요일,20190816,152200,2019,08,16,15,22,20190816,154400,2019,08,16,15,44,20190816,162500,2019,08,16,16,25,20190816,165300,2019,08,16,16,53,전라북도,부안군 ,변산면,농촌,면,160426.000000000,241937.600000000,19.50,"하천,바다",저수지,기타 수난,29.4,,4.7,250,70,,부안소방서,부안119구조대,
20194508202S00481,수난,인명구조,20190816,191400,2019,여름,3,08,16,19,14,금요일,20190816,191500,2019,08,16,19,15,20190816,192300,2019,08,16,19,23,20190816,193100,2019,08,16,19,31,20190816,193900,2019,08,16,19,39,전라북도,고창군 ,고창읍,농촌,읍,168696.500000000,216436.500000000,4.00,"하천,바다",지방(소)하천,어패류 채취 익수,25.7,,2.7,270,85,,고창소방서,119구조대,
20194508302S00045,수난,인명구조,20190816,191400,2019,여름,3,08,16,19,14,금요일,20190816,191500,2019,08,16,19,15,20190816,192100,2019,08,16,19,21,20190816,194500,2019,08,16,19,45,20190816,195100,2019,08,16,19,51,전라북도,고창군 ,고창읍,농촌,읍,168696.500000000,216436.500000000,3.50,"하천,바다",지방(소)하천,기타 수난,25.7,,2.7,270,85,,고창소방서,고창119안전센터,아산119지역대
20194501202S01382,수난,안전조치,20190818,160300,2019,여름,3,08,18,16,03,일요일,20190818,160500,2019,08,18,16,05,20190818,161800,2019,08,18,16,18,20190818,161900,2019,08,18,16,19,20190818,162800,2019,08,18,16,28,전라북도,전주시덕진구,팔복동2가,도시,동,209568.500000000,261166.250000000,3.00,"하천,바다",지방(소)하천,기타 수난,29.4,,2.5,340,61,,전주덕진소방서,전주덕진119구조대,
20194509102S00108,수난,인명구조,20190821,162900,2019,여름,3,08,21,16,29,수요일,20190821,162900,2019,08,21,16,29,20190821,163000,2019,08,21,16,30,20190821,164600,2019,08,21,16,46,20190821,170500,2019,08,21,17,05,전라북도,부안군 ,변산면,농촌,면,151684.750000000,236414.250000000,1.50,"하천,바다",바다,기타 수난,30.6,0.00,1.7,320,70,,부안소방서,격포119안전센터,
20194508302S00048,수난,기타,20190822,084400,2019,여름,3,08,22,08,44,목요일,20190822,084600,2019,08,22,08,46,20190822,085200,2019,08,22,08,52,20190822,085200,2019,08,22,08,52,20190822,090400,2019,08,22,09,04,전라북도,고창군 ,아산면,농촌,면,163470.000000000,223761.000000000,4.00,"하천,바다",지방(소)하천,차량추락 침수,,,,,,,고창소방서,고창119안전센터,아산119지역대
20194510102S00115,수난,인명검색,20190823,154300,2019,여름,3,08,23,15,43,금요일,20190823,154400,2019,08,23,15,44,20190823,155700,2019,08,23,15,57,20190823,155800,2019,08,23,15,58,20190823,161800,2019,08,23,16,18,전라북도,장수군 ,계남면,농촌,면,250911.686000000,250352.173500000,11.00,"하천,바다",지방(소)하천,기타 수난,25.7,,3.5,230,61,,무진장소방서,장수119안전센터,
20194503203S01152,수난,안전조치,20190825,040000,2019,여름,3,08,25,04,00,일요일,20190825,040100,2019,08,25,04,01,20190825,041400,2019,08,25,04,14,20190825,042900,2019,08,25,04,29,20190825,044100,2019,08,25,04,41,전라북도,군산시,나운동,도시,동,173128.000000000,272805.500000000,5.50,"하천,바다",저수지,기타 수난,,,,,,,군산소방서,군산119구조대,
20194510104S00408,수난,인명검색,20190825,173600,2019,여름,3,08,25,17,36,일요일,20190825,173600,2019,08,25,17,36,20190825,175000,2019,08,25,17,50,20190825,211200,2019,08,25,21,12,20190825,213800,2019,08,25,21,38,전라북도,진안군 ,상전면,농촌,면,245960.400000000,264460.000000000,13.00,"하천,바다",댐,기타 수난,,,,,,,무진장소방서,진안119안전센터,
20194510104S00414,수난,인명검색,20190827,073400,2019,여름,3,08,27,07,34,화요일,20190827,073400,2019,08,27,07,34,20190827,075500,2019,08,27,07,55,20190827,180500,2019,08,27,18,05,20190827,183000,2019,08,27,18,30,전라북도,진안군 ,상전면,농촌,면,253333.502400000,248496.857300000,15.00,"하천,바다",댐,기타 수난,,,,,,,무진장소방서,진안119안전센터,
20194503203S01168,수난,인명구조,20190827,135500,2019,여름,3,08,27,13,55,화요일,20190827,135700,2019,08,27,13,57,20190827,140700,2019,08,27,14,07,20190827,142400,2019,08,27,14,24,20190827,143800,2019,08,27,14,38,전라북도,군산시,대야면,농촌,면,182286.250000000,271415.750000000,7.00,"하천,바다","기타 하천,바다",기타 수난,22.5,,0.0,0,94,,군산소방서,군산119구조대,
20194503106S00176,수난,안전조치,20190827,135500,2019,여름,3,08,27,13,55,화요일,20190827,135600,2019,08,27,13,56,20190827,140100,2019,08,27,14,01,20190827,142000,2019,08,27,14,20,20190827,143200,2019,08,27,14,32,전라북도,군산시,대야면,농촌,면,182286.250000000,271415.750000000,2.00,"하천,바다",지방(소)하천,기타 수난,22.5,,0.0,0,94,,군산소방서,대야119안전센터,
20194509202S00611,수난,인명검색,20190828,191100,2019,여름,3,08,28,19,11,수요일,20190828,191400,2019,08,28,19,14,20190828,193600,2019,08,28,19,36,20190828,200600,2019,08,28,20,06,20190828,203700,2019,08,28,20,37,전라북도,부안군 ,변산면,농촌,면,153611.211100000,233428.110400000,32.00,"하천,바다",바다,기타 수난,24.6,,0.8,270,82,,부안소방서,부안119구조대,
20194501202S01453,수난,안전조치,20190830,183300,2019,여름,3,08,30,18,33,금요일,20190830,183300,2019,08,30,18,33,20190830,184000,2019,08,30,18,40,20190830,185600,2019,08,30,18,56,20190830,194100,2019,08,30,19,41,전라북도,전주시덕진구,송천동2가,도시,동,209799.032600000,263409.208600000,6.00,"하천,바다","기타 하천,바다",기타 수난,24.8,,2.7,290,69,,전주덕진소방서,전주덕진119구조대,
20194501105S00424,수난,인명구조,20190830,183300,2019,여름,3,08,30,18,33,금요일,20190830,183300,2019,08,30,18,33,20190830,184000,2019,08,30,18,40,20190830,185600,2019,08,30,18,56,20190830,192000,2019,08,30,19,20,전라북도,전주시덕진구,송천동2가,도시,동,209799.032600000,263409.208600000,3.00,"하천,바다",지방(소)하천,기타 수난,24.8,,2.7,290,69,,전주덕진소방서,전미119안전센터,
20194510104S00440,수난,인명구조,20190831,075700,2019,여름,3,08,31,07,57,토요일,20190831,075800,2019,08,31,07,58,20190831,081800,2019,08,31,08,18,20190831,083000,2019,08,31,08,30,20190831,125600,2019,08,31,12,56,전라북도,진안군 ,상전면,농촌,면,245979.000000000,264465.000000000,15.00,"하천,바다",댐,기타 수난,,,,,,,무진장소방서,진안119안전센터,
20194502105S00373,수난,안전조치,20190902,180400,2019,가을,3,09,02,18,04,월요일,20190902,180600,2019,09,02,18,06,20190902,190800,2019,09,02,19,08,20190902,200900,2019,09,02,20,09,20190902,202200,2019,09,02,20,22,전라북도,임실군 ,덕치면,농촌,면,215090.864100000,220949.012500000,26.00,"하천,바다",저수지,기타 수난,20.5,0.50,0.2,0,94,,전주완산소방서,임실119안전센터,
20194501108S00480,수난,기타,20190903,153600,2019,가을,3,09,03,15,36,화요일,20190903,153700,2019,09,03,15,37,20190903,154400,2019,09,03,15,44,20190903,160500,2019,09,03,16,05,20190903,161500,2019,09,03,16,15,전라북도,전주시덕진구,우아동2가,도시,동,215680.800000000,259498.000000000,3.00,"하천,바다",지방(소)하천,기타 수난,25.5,0.00,0.5,90,99,,전주덕진소방서,아중119안전센터,
20194501202S01476,수난,인명구조,20190903,153600,2019,가을,3,09,03,15,36,화요일,20190903,153700,2019,09,03,15,37,20190903,154400,2019,09,03,15,44,20190903,160500,2019,09,03,16,05,20190903,161500,2019,09,03,16,15,전라북도,전주시덕진구,우아동2가,도시,동,215680.800000000,259498.000000000,5.00,"하천,바다","기타 하천,바다",기타 수난,25.5,0.00,0.5,90,99,,전주덕진소방서,전주덕진119구조대,
20194501602S00037,수난,인명구조,20190903,153600,2019,가을,3,09,03,15,36,화요일,20190903,153700,2019,09,03,15,37,20190903,154400,2019,09,03,15,44,20190903,160500,2019,09,03,16,05,20190903,165800,2019,09,03,16,58,전라북도,전주시덕진구,우아동2가,도시,동,215680.800000000,259498.000000000,4.50,"하천,바다","기타 하천,바다",기타 수난,25.5,0.00,0.5,90,99,,전주덕진소방서,현장대응단,
20194508202S00535,수난,안전조치,20190907,162600,2019,가을,3,09,07,16,26,토요일,20190907,162600,2019,09,07,16,26,20190907,163800,2019,09,07,16,38,20190907,174800,2019,09,07,17,48,20190907,175700,2019,09,07,17,57,전라북도,고창군 ,고창읍,농촌,읍,173345.512600000,214069.503800000,3.00,"하천,바다",저수지,차량추락 침수,,,,,,,고창소방서,119구조대,
20194507202S00827,수난,인명구조,20190914,120800,2019,가을,3,09,14,12,08,토요일,20190914,120900,2019,09,14,12,09,20190914,121500,2019,09,14,12,15,20190914,131000,2019,09,14,13,10,20190914,144900,2019,09,14,14,49,전라북도,김제시,금산면,농촌,면,201143.500000000,246855.500000000,22.00,"하천,바다",저수지,기타 수난,25.9,,0.6,20,67,,김제소방서,김제119구조대,
20194507103S00185,수난,인명구조,20190914,120800,2019,가을,3,09,14,12,08,토요일,20190914,120900,2019,09,14,12,09,20190914,121500,2019,09,14,12,15,20190914,131000,2019,09,14,13,10,20190914,134200,2019,09,14,13,42,전라북도,김제시,금산면,농촌,면,201143.500000000,246855.500000000,4.00,"하천,바다",저수지,기타 수난,25.9,,0.6,20,67,,김제소방서,금산119안전센터,
20194510602S00046,수난,안전조치,20190915,174800,2019,가을,3,09,15,17,48,일요일,20190915,174900,2019,09,15,17,49,20190915,175800,2019,09,15,17,58,20190915,182000,2019,09,15,18,20,20190915,185300,2019,09,15,18,53,전라북도,무주군 ,무주읍,농촌,읍,258169.750000000,278135.750000000,40.00,"하천,바다",지방(소)하천,기타 수난,,,,,,,무진장소방서,현장대응단,
20194510103S00400,수난,인명구조,20190915,174800,2019,가을,3,09,15,17,48,일요일,20190915,174800,2019,09,15,17,48,20190915,175100,2019,09,15,17,51,20190915,180500,2019,09,15,18,05,20190915,182400,2019,09,15,18,24,전라북도,무주군 ,무주읍,농촌,읍,258169.750000000,278135.750000000,1.00,"하천,바다",지방(소)하천,계곡·급류사고,,,,,,,무진장소방서,무주119안전센터,
20194503110S00447,수난,기타,20190917,201100,2019,가을,3,09,17,20,11,화요일,20190917,201200,2019,09,17,20,12,20190917,202000,2019,09,17,20,20,20190917,203200,2019,09,17,20,32,20190917,203500,2019,09,17,20,35,전라북도,군산시,옥도면,농촌,면,152458.000000000,258559.600000000,9.00,"하천,바다",바다,기타 수난,21.3,,0.2,0,76,,군산소방서,비응119안전센터_폐서예정,
