resc_reprt_no,acdnt_cause,prcs_result_se_nm,dclr_ymd,dclr_tm,dclr_yr,season_se_nm,qu_se_nm,dclr_mm,dclr_dd,dclr_hh,dclr_mi,daywk,dsp_ymd,dsp_tm,dsp_yr,dsp_mm,dsp_dd,dsp_hh,dsp_mi,spt_arvl_ymd,spt_arvl_tm,spt_arvl_yr,spt_arvl_mm,spt_arvl_dd,spt_arvl_hh,spt_arvl_mi,resc_cmptn_ymd,resc_cmptn_tm,resc_cmptn_yr,resc_cmptn_mm,resc_cmptn_dd,resc_cmptn_hh,resc_cmptn_mi,hmg_ymd,hmg_tm,hmg_yr,hmg_mm,hmg_dd,hmg_hh,hmg_mi,sido_nm,sigungu_nm,emd_nm,cty_frmvl_se,dong_se,loc_info_x,loc_info_y,spt_frstt_dist,acdnt_place_nm,acdnt_place_detail_nm,acdnt_cause_asort_nm,time_unit_tmprt,time_unit_rainqty,time_unit_ws,time_unit_wd,time_unit_humidity,time_unit_msnf,frstt_nm,ward_nm,lfdau_nm
20115003201S00005,수난,안전조치,20110104,135700,2011,겨울,1,1,4,13,57,화요일,20110104,135800,2011,1,4,13,58,20110104,140200,2011,1,4,14,2,20110104,140700,2011,1,4,14,7,20110104,141500,2011,1,4,14,15,제주특별자치도,제주시,한림읍,농촌,읍,131634.8906,41579.8516,3,하천ㆍ바다,"하천,바다 기타",익수,4.3,,5.8,320,64,,서부소방서,서부구조대,
20115001201S00044,수난,인명구조,20110108,195600,2011,겨울,1,1,8,19,56,토요일,20110108,195800,2011,1,8,19,58,20110108,200500,2011,1,8,20,5,20110108,202700,2011,1,8,20,27,20110108,203200,2011,1,8,20,32,제주특별자치도,제주시,건입동,도시,동,157287.3438,52998.8203,4,하천ㆍ바다,"하천,바다 기타",익수,5.1,,2.1,180,65,,제주소방서,제주구조대,
20115001201S00098,수난,인명구조,20110121,12400,2011,겨울,1,1,21,1,24,금요일,20110121,12500,2011,1,21,1,25,20110121,13600,2011,1,21,1,36,20110121,14800,2011,1,21,1,48,20110121,15500,2011,1,21,1,55,제주특별자치도,제주시,화북이동,도시,동,160248.2969,52403.9531,6,하천ㆍ바다,"하천,바다 기타",익수,1.1,,3.8,340,68,,제주소방서,제주구조대,
20115003103S00001,수난,인명구조,20110123,125200,2011,겨울,1,1,23,12,52,일요일,20110123,125400,2011,1,23,12,54,20110123,125800,2011,1,23,12,58,20110123,143000,2011,1,23,14,30,20110123,145000,2011,1,23,14,50,제주특별자치도,제주시,한경면,농촌,면,124546.5078,34022.0156,1,하천ㆍ바다,"하천,바다 기타",수난기타,6.4,,5.8,340,35,,서부소방서,한경센터,
20115003201S00034,수난,인명구조,20110123,125200,2011,겨울,1,1,23,12,52,일요일,20110123,125400,2011,1,23,12,54,20110123,132000,2011,1,23,13,20,20110123,135000,2011,1,23,13,50,20110123,151900,2011,1,23,15,19,제주특별자치도,제주시,한경면,농촌,면,124546.5078,34022.0156,20,하천ㆍ바다,"하천,바다 기타",수난기타,6.4,,5.8,340,35,,서부소방서,서부구조대,
20115002201S00049,수난,기타,20110129,113200,2011,겨울,1,1,29,11,32,토요일,20110129,113300,2011,1,29,11,33,20110129,114500,2011,1,29,11,45,20110129,120500,2011,1,29,12,5,20110129,122300,2011,1,29,12,23,제주특별자치도,서귀포시,호근동,도시,동,157025.6406,23379.1113,12,하천ㆍ바다,강바다,익수,3.5,,4,290,49,,서귀포소방서,서귀포구조대,
20115002104S00004,수난,기타,20110129,113200,2011,겨울,1,1,29,11,32,토요일,20110129,113300,2011,1,29,11,33,20110129,114000,2011,1,29,11,40,20110129,115800,2011,1,29,11,58,20110129,122300,2011,1,29,12,23,제주특별자치도,서귀포시,호근동,도시,동,157025.6406,23379.1113,5,하천ㆍ바다,강바다,익수,3.5,,4,290,49,,서귀포소방서,대신센터,
20115001201S00145,수난,기타,20110129,231800,2011,겨울,1,1,29,23,18,토요일,20110129,231800,2011,1,29,23,18,20110129,232200,2011,1,29,23,22,20110129,232200,2011,1,29,23,22,20110129,232200,2011,1,29,23,22,제주특별자치도,제주시,삼도이동,도시,동,155515.875,52209.2188,7,하천ㆍ바다,"하천,바다 기타",익수,0.9,,7,320,51,,제주소방서,제주구조대,
20115002201S00078,수난,인명구조,20110212,23100,2011,겨울,1,2,12,2,31,토요일,20110212,23100,2011,2,12,2,31,20110212,23600,2011,2,12,2,36,20110212,25300,2011,2,12,2,53,20110212,30500,2011,2,12,3,5,제주특별자치도,서귀포시,서귀동,도시,동,159408.7344,22845.5156,2,하천ㆍ바다,"하천,바다 기타",수난기타,1.1,,3.2,290,67,,서귀포소방서,서귀포구조대,
20115002201S00079,수난,인명구조,20110212,43400,2011,겨울,1,2,12,4,34,토요일,20110212,43500,2011,2,12,4,35,20110212,44200,2011,2,12,4,42,20110212,45800,2011,2,12,4,58,20110212,51000,2011,2,12,5,10,제주특별자치도,서귀포시,서귀동,도시,동,159401.7969,21806.0801,2,하천ㆍ바다,"하천,바다 기타",익수,1.5,,3.1,290,54,0.2,서귀포소방서,서귀포구조대,
20115003102S00011,수난,인명구조,20110217,120200,2011,겨울,1,2,17,12,2,목요일,20110217,120300,2011,2,17,12,3,20110217,120700,2011,2,17,12,7,20110217,122000,2011,2,17,12,20,20110217,123000,2011,2,17,12,30,제주특별자치도,제주시,애월읍,농촌,읍,137028.3281,46360.1328,3,하천ㆍ바다,강바다,익수,7.1,,3.1,320,80,,서부소방서,애월센터,
20115004201S00094,수난,인명검색,20110225,194600,2011,겨울,1,2,25,19,46,금요일,20110225,195100,2011,2,25,19,51,20110225,195300,2011,2,25,19,53,20110225,235500,2011,2,25,23,55,20110225,235500,2011,2,25,23,55,제주특별자치도,서귀포시,성산읍,농촌,읍,193812.0625,46952.3008,3,하천ㆍ바다,"하천,바다 기타",수난기타,9.2,,3.3,290,51,,동부소방서,동부구조대,
20115004201S00154,수난,인명구조,20110318,221000,2011,봄,1,3,18,22,10,금요일,20110318,221000,2011,3,18,22,10,20110318,222000,2011,3,18,22,20,20110318,222500,2011,3,18,22,25,20110318,225800,2011,3,18,22,58,제주특별자치도,제주시,구좌읍,농촌,읍,186513.9531,53964.0117,10,하천ㆍ바다,강바다,자살기도,9.9,,1.9,140,62,,동부소방서,동부구조대,
20115002201S00157,수난,인명구조,20110322,23600,2011,봄,1,3,22,2,36,화요일,20110322,24700,2011,3,22,2,47,20110322,25100,2011,3,22,2,51,20110322,25900,2011,3,22,2,59,20110322,31400,2011,3,22,3,14,제주특별자치도,서귀포시,서귀동,도시,동,159408.7344,22845.5156,4,하천ㆍ바다,강바다,익수,9.5,,0.8,20,91,,서귀포소방서,서귀포구조대,
20115002201S00194,수난,기타,20110407,143500,2011,봄,2,4,7,14,35,목요일,20110407,143600,2011,4,7,14,36,20110407,150000,2011,4,7,15,0,20110407,155000,2011,4,7,15,50,20110407,162000,2011,4,7,16,20,제주특별자치도,서귀포시,강정동,도시,동,154024.5313,23362.3555,8,하천ㆍ바다,"하천,바다 기타",수난기타,15.5,0,3.3,200,92,,서귀포소방서,서귀포구조대,
20115002201S00195,수난,인명구조,20110407,162000,2011,봄,2,4,7,16,20,목요일,20110407,162000,2011,4,7,16,20,20110407,165000,2011,4,7,16,50,20110407,165500,2011,4,7,16,55,20110407,190000,2011,4,7,19,0,제주특별자치도,서귀포시,동홍동,도시,동,158263.8281,28107.3164,6,하천ㆍ바다,하천,수난기타,16.3,0,3,230,82,,서귀포소방서,서귀포구조대,
20115002201S00199,수난,기타,20110409,132300,2011,봄,2,4,9,13,23,토요일,20110409,132300,2011,4,9,13,23,20110409,132600,2011,4,9,13,26,20110409,132800,2011,4,9,13,28,20110409,134500,2011,4,9,13,45,제주특별자치도,서귀포시,동홍동,도시,동,159500.3594,24739.9805,2,하천ㆍ바다,"하천,바다 기타",익수,17.2,,1.9,200,49,,서귀포소방서,서귀포구조대,
20115003201S00186,수난,인명구조,20110422,213400,2011,봄,2,4,22,21,34,금요일,20110422,213500,2011,4,22,21,35,20110422,214100,2011,4,22,21,41,20110422,214500,2011,4,22,21,45,20110422,215800,2011,4,22,21,58,제주특별자치도,제주시,한림읍,농촌,읍,131634.8906,41579.8516,3,하천ㆍ바다,"하천,바다 기타",수난기타,9.9,,4.2,290,92,,서부소방서,서부구조대,
20115002201S00252,수난,인명구조,20110505,111300,2011,봄,2,5,5,11,13,목요일,20110505,111300,2011,5,5,11,13,20110505,112000,2011,5,5,11,20,20110505,114500,2011,5,5,11,45,20110505,125000,2011,5,5,12,50,제주특별자치도,서귀포시,서귀동,도시,동,159119.9375,22816.6836,6,하천ㆍ바다,"하천,바다 기타",수난기타,19.9,,4,110,68,,서귀포소방서,서귀포구조대,
20115003201S00209,수난,인명구조,20110506,115400,2011,봄,2,5,6,11,54,금요일,20110506,115500,2011,5,6,11,55,20110506,120200,2011,5,6,12,2,20110506,124500,2011,5,6,12,45,20110506,133700,2011,5,6,13,37,제주특별자치도,제주시,한림읍,농촌,읍,131455.9531,41898.8008,5,하천ㆍ바다,강바다,차량추락,20.1,,6.2,110,73,,서부소방서,서부구조대,
20115002107S00034,수난,인명구조,20110515,153800,2011,봄,2,5,15,15,38,일요일,20110515,153900,2011,5,15,15,39,20110515,154200,2011,5,15,15,42,20110515,154800,2011,5,15,15,48,20110515,160000,2011,5,15,16,0,제주특별자치도,서귀포시,표선면,농촌,면,184379.1875,31399.7969,2,하천ㆍ바다,"하천,바다 기타",물놀이,20,,4.7,250,75,,동부소방서,표선센터,
20115001102S00023,수난,인명구조,20110516,1000,2011,봄,2,5,16,0,10,월요일,20110516,1300,2011,5,16,0,13,20110516,1500,2011,5,16,0,15,20110516,2200,2011,5,16,0,22,20110516,3000,2011,5,16,0,30,제주특별자치도,제주시,삼도이동,도시,동,155081.8594,50293.0273,1,하천ㆍ바다,강바다,익수,19.5,,4.8,230,46,,제주소방서,삼도센터,
20115003201S00228,수난,인명검색,20110516,162500,2011,봄,2,5,16,16,25,월요일,20110516,162600,2011,5,16,16,26,20110516,163100,2011,5,16,16,31,20110516,165500,2011,5,16,16,55,20110516,171700,2011,5,16,17,17,제주특별자치도,제주시,애월읍,농촌,읍,137028.3281,46360.1328,12,하천ㆍ바다,"하천,바다 기타",차량추락,20.5,,4.8,290,68,,서부소방서,서부구조대,
20115003102S00039,수난,인명구조,20110516,162500,2011,봄,2,5,16,16,25,월요일,20110516,162600,2011,5,16,16,26,20110516,163000,2011,5,16,16,30,20110516,163700,2011,5,16,16,37,20110516,171700,2011,5,16,17,17,제주특별자치도,제주시,애월읍,농촌,읍,137028.3281,46360.1328,3,하천ㆍ바다,강바다,차량추락,20.5,,4.8,290,68,,서부소방서,애월센터,
20115003201S00261,수난,인명구조,20110609,83300,2011,여름,2,6,9,8,33,목요일,20110609,83400,2011,6,9,8,34,20110609,83600,2011,6,9,8,36,20110609,83800,2011,6,9,8,38,20110609,85500,2011,6,9,8,55,제주특별자치도,제주시,한림읍,농촌,읍,132187.3906,41235.8945,2,하천ㆍ바다,강바다,익수,19.6,,2.7,90,85,,서부소방서,서부구조대,
20115003201S00265,수난,인명구조,20110611,181900,2011,여름,2,6,11,18,19,토요일,20110611,182100,2011,6,11,18,21,20110611,183200,2011,6,11,18,32,20110611,184500,2011,6,11,18,45,20110611,191000,2011,6,11,19,10,제주특별자치도,서귀포시,대정읍,농촌,읍,132030.6875,14307.3223,19,하천ㆍ바다,"하천,바다 기타",수난기타,21.4,,1.7,110,87,,서부소방서,서부구조대,
20115003105S00033,수난,인명구조,20110621,164600,2011,여름,2,6,21,16,46,화요일,20110621,164700,2011,6,21,16,47,20110621,171200,2011,6,21,17,12,20110621,175500,2011,6,21,17,55,20110621,185600,2011,6,21,18,56,제주특별자치도,서귀포시,안덕면,농촌,면,135361.0938,23715.0449,4,하천ㆍ바다,강바다,자살기도,22.6,0.5,1.1,90,93,,서부소방서,안덕센터,
20115003201S00283,수난,인명검색,20110623,131400,2011,여름,2,6,23,13,14,목요일,20110623,131500,2011,6,23,13,15,20110623,132000,2011,6,23,13,20,20110623,134500,2011,6,23,13,45,20110623,135100,2011,6,23,13,51,제주특별자치도,제주시,한림읍,농촌,읍,128601.9297,38535.7383,4,하천ㆍ바다,"하천,바다 기타",수난기타,30.7,,5.5,180,60,,서부소방서,서부구조대,
20115003201S00284,수난,인명구조,20110623,141300,2011,여름,2,6,23,14,13,목요일,20110623,141500,2011,6,23,14,15,20110623,141900,2011,6,23,14,19,20110623,143500,2011,6,23,14,35,20110623,150000,2011,6,23,15,0,제주특별자치도,제주시,한림읍,농촌,읍,130189.2344,37860.125,4,하천ㆍ바다,"하천,바다 기타",물놀이,31.7,,7.9,200,53,,서부소방서,서부구조대,
20115003201S00288,수난,안전조치,20110624,160200,2011,여름,2,6,24,16,2,금요일,20110624,160300,2011,6,24,16,3,20110624,160800,2011,6,24,16,8,20110624,163000,2011,6,24,16,30,20110624,171500,2011,6,24,17,15,제주특별자치도,제주시,한림읍,농촌,읍,128592.5938,38521.4219,4,하천ㆍ바다,"하천,바다 기타",수난기타,32.6,,6.5,200,53,,서부소방서,서부구조대,
20115004201S00356,수난,인명구조,20110628,111700,2011,여름,2,6,28,11,17,화요일,20110628,111700,2011,6,28,11,17,20110628,112300,2011,6,28,11,23,20110628,114000,2011,6,28,11,40,20110628,121100,2011,6,28,12,11,제주특별자치도,제주시,구좌읍,농촌,읍,187634.875,48410.4961,6,하천ㆍ바다,강바다,익수,22.4,6,2.8,340,96,,동부소방서,동부구조대,
20115002104S00031,수난,인명구조,20110630,160500,2011,여름,2,6,30,16,5,목요일,20110630,161000,2011,6,30,16,10,20110630,161600,2011,6,30,16,16,20110630,162200,2011,6,30,16,22,20110630,165000,2011,6,30,16,50,제주특별자치도,서귀포시,도순동,도시,동,149865.1875,28170.7324,6,하천ㆍ바다,하천,수난기타,23,10.5,2,270,93,,서귀포소방서,대신센터,
20115002201S00395,수난,기타,20110702,221100,2011,여름,3,7,2,22,11,토요일,20110702,221300,2011,7,2,22,13,20110702,223000,2011,7,2,22,30,20110702,223100,2011,7,2,22,31,20110703,5700,2011,7,3,0,57,제주특별자치도,서귀포시,하효동,도시,동,153471.4375,49604.6992,6,하천ㆍ바다,강바다,익수,23.4,,1.5,250,97,,서귀포소방서,서귀포구조대,
20115001201S00884,수난,인명구조,20110704,5800,2011,여름,3,7,4,0,58,월요일,20110704,10200,2011,7,4,1,2,20110704,11000,2011,7,4,1,10,20110704,13000,2011,7,4,1,30,20110704,15300,2011,7,4,1,53,제주특별자치도,제주시,용담이동,도시,동,154728.3906,52228.582,7,하천ㆍ바다,"하천,바다 기타",수난기타,30.8,,5.9,200,55,,제주소방서,제주구조대,
20115001105S00017,수난,기타,20110705,160700,2011,여름,3,7,5,16,7,화요일,20110705,161000,2011,7,5,16,10,20110705,161500,2011,7,5,16,15,20110705,161800,2011,7,5,16,18,20110705,163000,2011,7,5,16,30,제주특별자치도,제주시,건입동,도시,동,156207.5625,52881.8086,3,하천ㆍ바다,강바다,익수,25.7,,3.2,290,61,,제주소방서,항만센터,
20115002201S00405,수난,기타,20110708,104300,2011,여름,3,7,8,10,43,금요일,20110708,104500,2011,7,8,10,45,20110708,105300,2011,7,8,10,53,20110708,122000,2011,7,8,12,20,20110708,124000,2011,7,8,12,40,제주특별자치도,서귀포시,법환동,도시,동,154560.625,22300.4023,7,하천ㆍ바다,"하천,바다 기타",수난기타,25.2,0,1.3,250,97,,서귀포소방서,서귀포구조대,
20115003102S00078,수난,안전조치,20110714,154800,2011,여름,3,7,14,15,48,목요일,20110714,154900,2011,7,14,15,49,20110714,155500,2011,7,14,15,55,20110714,155700,2011,7,14,15,57,20110714,162100,2011,7,14,16,21,제주특별자치도,제주시,애월읍,농촌,읍,136788.6406,46902.4453,6,하천ㆍ바다,강바다,물놀이,31.7,,2.4,320,62,,서부소방서,애월센터,
20115002201S00423,수난,인명구조,20110716,124500,2011,여름,3,7,16,12,45,토요일,20110716,124900,2011,7,16,12,49,20110716,132000,2011,7,16,13,20,20110716,135500,2011,7,16,13,55,20110716,142500,2011,7,16,14,25,제주특별자치도,서귀포시,서귀동,도시,동,159119.9375,22816.6836,7,하천ㆍ바다,강바다,수난기타,29.7,,2.3,160,79,,서귀포소방서,서귀포구조대,
20115001303S00011,수난,인명구조,20110719,161800,2011,여름,3,7,19,16,18,화요일,20110719,162000,2011,7,19,16,20,20110719,162300,2011,7,19,16,23,20110719,163100,2011,7,19,16,31,20110719,165800,2011,7,19,16,58,제주특별자치도,제주시,우도면,농촌,면,195534.0625,51569.0664,1.2,하천ㆍ바다,강바다,물놀이,30.2,,4,270,59,,동부소방서,구좌센터,우도지역대
20115002201S00439,수난,인명구조,20110723,15600,2011,여름,3,7,23,1,56,토요일,20110723,15800,2011,7,23,1,58,20110723,20300,2011,7,23,2,3,20110723,21500,2011,7,23,2,15,20110723,22400,2011,7,23,2,24,제주특별자치도,서귀포시,서귀동,도시,동,159322.4375,21936.5098,4,하천ㆍ바다,"하천,바다 기타",익수,23.6,,0.9,50,84,,서귀포소방서,서귀포구조대,
20115001112S00072,수난,안전조치,20110724,215600,2011,여름,3,7,24,21,56,일요일,20110724,215700,2011,7,24,21,57,20110724,220200,2011,7,24,22,2,20110724,220200,2011,7,24,22,2,20110724,222000,2011,7,24,22,20,제주특별자치도,제주시,용담이동,도시,동,154728.3906,52228.582,3,하천ㆍ바다,"하천,바다 기타",자살기도,27.4,,2,200,75,,제주소방서,노형센터,
20115002201S00445,수난,기타,20110726,100400,2011,여름,3,7,26,10,4,화요일,20110726,100700,2011,7,26,10,7,20110726,101900,2011,7,26,10,19,20110726,103000,2011,7,26,10,30,20110726,115000,2011,7,26,11,50,제주특별자치도,서귀포시,호근동,도시,동,157025.6406,23379.1113,10,하천ㆍ바다,"하천,바다 기타",수난기타,28.5,0,4.5,180,90,,서귀포소방서,서귀포구조대,
20115001106S00054,수난,안전조치,20110728,232200,2011,여름,3,7,28,23,22,목요일,20110728,232400,2011,7,28,23,24,20110728,232900,2011,7,28,23,29,20110729,3000,2011,7,29,0,30,20110729,4200,2011,7,29,0,42,제주특별자치도,제주시,삼양일동,도시,동,161551.7813,53092.1484,3,하천ㆍ바다,강바다,수난기타,28.2,,3.4,340,75,,제주소방서,화북센터,
20115003201S00362,수난,인명구조,20110729,12000,2011,여름,3,7,29,1,20,금요일,20110729,12000,2011,7,29,1,20,20110729,13300,2011,7,29,1,33,20110729,14200,2011,7,29,1,42,20110729,20000,2011,7,29,2,0,제주특별자치도,제주시,애월읍,농촌,읍,136496.8594,46322.9805,11,하천ㆍ바다,"하천,바다 기타",수난기타,27.4,,0.3,0,76,,서부소방서,서부구조대,
20115001105S00020,수난,인명구조,20110729,31100,2011,여름,3,7,29,3,11,금요일,20110729,31200,2011,7,29,3,12,20110729,31500,2011,7,29,3,15,20110729,32500,2011,7,29,3,25,20110729,34500,2011,7,29,3,45,제주특별자치도,제주시,건입동,도시,동,155845.1094,52592.7852,2,하천ㆍ바다,"하천,바다 기타",익수,27,,1.4,160,76,,제주소방서,항만센터,
20115001106S00056,수난,인명구조,20110730,190200,2011,여름,3,7,30,19,2,토요일,20110730,190300,2011,7,30,19,3,20110730,190700,2011,7,30,19,7,20110730,191600,2011,7,30,19,16,20110730,194000,2011,7,30,19,40,제주특별자치도,제주시,화북일동,도시,동,160045.6719,52941.7227,2,하천ㆍ바다,강바다,익수,29.5,,2.2,110,75,,제주소방서,화북센터,
20115001201S01062,수난,안전조치,20110730,190200,2011,여름,3,7,30,19,2,토요일,20110730,190300,2011,7,30,19,3,20110730,191200,2011,7,30,19,12,20110730,193100,2011,7,30,19,31,20110730,194500,2011,7,30,19,45,제주특별자치도,제주시,화북일동,도시,동,160045.6719,52941.7227,3.5,하천ㆍ바다,"하천,바다 기타",익수,29.5,,2.2,110,75,,제주소방서,제주구조대,
20115001201S01065,수난,안전조치,20110731,63900,2011,여름,3,7,31,6,39,일요일,20110731,65600,2011,7,31,6,56,20110731,70900,2011,7,31,7,9,20110731,81300,2011,7,31,8,13,20110731,84100,2011,7,31,8,41,제주특별자치도,제주시,용담이동,도시,동,154132.0625,51892.0625,4,하천ㆍ바다,강바다,자살기도,26,,1.7,160,75,,제주소방서,제주구조대,
20115001102S00043,수난,안전조치,20110731,63900,2011,여름,3,7,31,6,39,일요일,20110731,70000,2011,7,31,7,0,20110731,70500,2011,7,31,7,5,20110731,71000,2011,7,31,7,10,20110731,71700,2011,7,31,7,17,제주특별자치도,제주시,용담이동,도시,동,154132.0625,51892.0625,1.5,하천ㆍ바다,"하천,바다 기타",자살기도,26,,1.7,160,75,,제주소방서,삼도센터,
20115001108S00040,수난,인명구조,20110731,140500,2011,여름,3,7,31,14,5,일요일,20110731,140900,2011,7,31,14,9,20110731,141400,2011,7,31,14,14,20110731,143800,2011,7,31,14,38,20110731,144700,2011,7,31,14,47,제주특별자치도,제주시,구좌읍,농촌,읍,185882.3125,53271.625,4,하천ㆍ바다,"하천,바다 기타",수난기타,31.1,,4.8,20,65,,동부소방서,구좌센터,
20115004201S00411,수난,인명구조,20110731,140500,2011,여름,3,7,31,14,5,일요일,20110731,140900,2011,7,31,14,9,20110731,142600,2011,7,31,14,26,20110731,143400,2011,7,31,14,34,20110731,144800,2011,7,31,14,48,제주특별자치도,제주시,구좌읍,농촌,읍,185882.3125,53271.625,12,하천ㆍ바다,"하천,바다 기타",수난기타,31.1,,4.8,20,65,,동부소방서,동부구조대,
20115001302S00017,수난,기타,20110731,144500,2011,여름,3,7,31,14,45,일요일,20110731,144700,2011,7,31,14,47,20110731,145000,2011,7,31,14,50,20110731,145000,2011,7,31,14,50,20110731,150700,2011,7,31,15,7,제주특별자치도,제주시,구좌읍,농촌,읍,177193.9219,56092.2031,7,하천ㆍ바다,"하천,바다 기타",수난기타,31.1,,4.8,20,65,,동부소방서,구좌센터,김녕지역대
20115001110S00079,수난,인명구조,20110731,144500,2011,여름,3,7,31,14,45,일요일,20110731,144700,2011,7,31,14,47,20110731,145000,2011,7,31,14,50,20110731,145500,2011,7,31,14,55,20110731,150700,2011,7,31,15,7,제주특별자치도,제주시,구좌읍,농촌,읍,177193.9219,56092.2031,3,하천ㆍ바다,강바다,수난기타,31.1,,4.8,20,65,,동부소방서,조천센터,
20115003105S00047,수난,안전조치,20110807,55700,2011,여름,3,8,7,5,57,일요일,20110807,55800,2011,8,7,5,58,20110807,60700,2011,8,7,6,7,20110807,75000,2011,8,7,7,50,20110807,85100,2011,8,7,8,51,제주특별자치도,서귀포시,안덕면,농촌,면,137977.9219,23442.0391,2,하천ㆍ바다,강바다,선박,26.4,7.5,7.2,110,91,,서부소방서,안덕센터,
20115003201S00383,수난,인명구조,20110807,55700,2011,여름,3,8,7,5,57,일요일,20110807,55800,2011,8,7,5,58,20110807,60700,2011,8,7,6,7,20110807,84000,2011,8,7,8,40,20110807,85900,2011,8,7,8,59,제주특별자치도,서귀포시,안덕면,농촌,면,137977.9219,23442.0391,25,하천ㆍ바다,"하천,바다 기타",선박,26.4,7.5,7.2,110,91,,서부소방서,서부구조대,
20115003105S00050,수난,인명구조,20110807,175800,2011,여름,3,8,7,17,58,일요일,20110807,181500,2011,8,7,18,15,20110807,182000,2011,8,7,18,20,20110807,183500,2011,8,7,18,35,20110807,184400,2011,8,7,18,44,제주특별자치도,서귀포시,안덕면,농촌,면,137977.9219,23442.0391,4,하천ㆍ바다,"하천,바다 기타",선박,26.3,1.5,13.9,180,89,,서부소방서,안덕센터,
20115003201S00399,수난,기타,20110809,91700,2011,여름,3,8,9,9,17,화요일,20110809,91700,2011,8,9,9,17,20110809,105800,2011,8,9,10,58,20110809,114000,2011,8,9,11,40,20110809,115000,2011,8,9,11,50,제주특별자치도,제주시,한림읍,농촌,읍,132187.3906,41235.8945,5,하천ㆍ바다,"하천,바다 기타",사체인양,26.6,,2,50,82,,서부소방서,서부구조대,
20115003102S00116,수난,안전조치,20110811,22800,2011,여름,3,8,11,2,28,목요일,20110811,23000,2011,8,11,2,30,20110811,23500,2011,8,11,2,35,20110811,23600,2011,8,11,2,36,20110811,25400,2011,8,11,2,54,제주특별자치도,제주시,애월읍,농촌,읍,145705.7813,48560.9609,5,하천ㆍ바다,강바다,수난기타,26.1,0,1.2,180,85,,서부소방서,애월센터,
20115001106S00084,수난,안전조치,20110819,170200,2011,여름,3,8,19,17,2,금요일,20110819,170400,2011,8,19,17,4,20110819,170600,2011,8,19,17,6,20110819,172200,2011,8,19,17,22,20110819,173000,2011,8,19,17,30,제주특별자치도,제주시,화북일동,도시,동,159587.1094,53480.1797,2,하천ㆍ바다,강바다,익수,25.7,,3.5,360,80,,제주소방서,화북센터,
20115004201S00463,수난,인명구조,20110822,181200,2011,여름,3,8,22,18,12,월요일,20110822,181500,2011,8,22,18,15,20110822,182500,2011,8,22,18,25,20110822,191500,2011,8,22,19,15,20110822,192400,2011,8,22,19,24,제주특별자치도,제주시,구좌읍,농촌,읍,190516.3594,53142.9102,9,하천ㆍ바다,강바다,수난기타,22,0,4.2,70,93,,동부소방서,동부구조대,
20115001108S00047,수난,인명구조,20110822,181200,2011,여름,3,8,22,18,12,월요일,20110822,181500,2011,8,22,18,15,20110822,182000,2011,8,22,18,20,20110822,191500,2011,8,22,19,15,20110822,193000,2011,8,22,19,30,제주특별자치도,제주시,구좌읍,농촌,읍,190516.3594,53142.9102,3.5,하천ㆍ바다,"하천,바다 기타",수난기타,22,0,4.2,70,93,,동부소방서,구좌센터,
20115001303S00018,수난,인명구조,20110824,153700,2011,여름,3,8,24,15,37,수요일,20110824,153800,2011,8,24,15,38,20110824,154100,2011,8,24,15,41,20110824,154700,2011,8,24,15,47,20110824,160000,2011,8,24,16,0,제주특별자치도,제주시,우도면,농촌,면,190263.9219,49840.3438,2,하천ㆍ바다,강바다,물놀이,23.5,,4.4,50,88,,동부소방서,구좌센터,우도지역대
20115002201S00514,수난,인명구조,20110826,200400,2011,여름,3,8,26,20,4,금요일,20110826,200500,2011,8,26,20,5,20110826,200900,2011,8,26,20,9,20110826,201700,2011,8,26,20,17,20110826,203100,2011,8,26,20,31,제주특별자치도,서귀포시,서귀동,도시,동,159408.7344,22845.5156,3,하천ㆍ바다,강바다,차량추락,24.4,2,2.3,70,92,,서귀포소방서,서귀포구조대,
20115002201S00530,수난,인명구조,20110901,15300,2011,가을,3,9,1,1,53,목요일,20110901,15400,2011,9,1,1,54,20110901,15800,2011,9,1,1,58,20110901,21500,2011,9,1,2,15,20110901,22200,2011,9,1,2,22,제주특별자치도,서귀포시,서귀동,도시,동,159176.4219,22890.9121,2,하천ㆍ바다,강바다,익수,25.8,,0.9,360,76,,서귀포소방서,서귀포구조대,
20115001106S00092,수난,인명검색,20110910,175400,2011,가을,3,9,10,17,54,토요일,20110910,175500,2011,9,10,17,55,20110910,180000,2011,9,10,18,0,20110910,223000,2011,9,10,22,30,20110910,223000,2011,9,10,22,30,제주특별자치도,제주시,삼양일동,도시,동,162707.3906,53359.4492,2.5,하천ㆍ바다,"하천,바다 기타",익수,21.7,1.5,3.6,70,92,,제주소방서,화북센터,
20115001201S01370,수난,기타,20110910,175400,2011,가을,3,9,10,17,54,토요일,20110910,175500,2011,9,10,17,55,20110910,180800,2011,9,10,18,8,20110910,223200,2011,9,10,22,32,20110910,225800,2011,9,10,22,58,제주특별자치도,제주시,삼양일동,도시,동,162707.3906,53359.4492,7,하천ㆍ바다,강바다,물놀이,21.7,1.5,3.6,70,92,,제주소방서,제주구조대,
